UID,ID10,YR,SEX,ETAG,RMK,LINE,PEN,PAD1,SEA,PD,RGRP,ELG,ELGI,ELGC,RC,ADAM,PAD2,BPEN,PAD3,BRAND,SYNC,BAG,SPRGWT,FALLWT,DISP,MISC,STM,LOT,BRD,DAYDIS,GRP,PAD4,ABEWE,SIRE,BAND,IDX,DAM,CAUSE,TRT,YRREC
86IN00178,1980020084,80,2,Y0084,,71,712,,1,2,,1,,,2,60,,713,,,, 4,130,148,,,30,,02,,,,,868507,2,,581507,,,1986
86IN00179,1980020106,80,2,Y0106,,72,703,,1,1,6,1,,,,60,,,,,, 2,178,186,,188,30,,02,,,,,706807,4,,710507,,,1986
86IN00180,1980020111,80,2,Y0111,,70,703,,1,1,,1,,,,60,,701,,,, 1,162,159,,,30,,02,,,,,706807,3,,557407,,,1986
86IN00181,1980020129,80,2,Y0129,,70,701,,1,1,,1,,,,60,,701,,,, 3,146,157,,,30,,02,,,,,732307,3,,471607,,,1986
86IN00182,1980020143,80,2,Y0143,,70,703,,1,1,,1,,,,60,,702,,,, 3,156,156,,,30,,02,,,,,706807,3,,494807,,,1986
86IN00183,1980020147,80,2,Y0147,,71,714,,1,,,0,,,,60,,,,,,,0,0,7,,30,,02,0521,,,,427408,*,,161109,97,,1986
86IN00184,1980020151,80,2,Y0151,,71,711,,1,1,,1,,,,60,,714,,,, 3,137,136,,,30,,02,,,,,877607,1,,707607,,,1986
86IN00185,1980020156,80,2,Y0156,,71,713,,1,1,,1,,,,60,,712,,,, 2,153,134,,,30,,02,,,,,867507,3,,509207,,,1986
86IN00186,1980020163,80,2,Y0163,,74, 10,,1,1,6,1,,,,60,,,,,, 2,126,0,,148,30,,02,,,,,640107,4,,778107,,,1986
86IN00187,1980020184,80,2,Y0184,,71,714,,1,2,,0,,,0,60,,713,,,, 2,172,161,,,30,,02,,,,,427408,3,,297409,,,1986
86IN00188,1980020192,80,2,Y0192,,70,704,,1,1,,0,,,,60,,702,,,, 3,163,159,,,30,,02,,,,,380908,1,,284009,,,1986
86IN00189,1980020198,80,2,Y0198,,71,714,,1,,1,0,,,,60,,,,,,,141,0,,,30,,02,,,,,427408,4,,379509,,,1986
86IN00190,1980020206,80,2,Y0206,,70,703,,1,1,,1,,,,60,,703,,,, 2,183,179,,,30,,02,,,,,706807,3,,730007,,,1986
86IN00191,1980020221,80,2,Y0221,,71,711,,1,1,,1,,,,60,,712,,,, 3,172,176,,,30,,02,,,,,877607,1,,443807,,,1986
86IN00192,1980020223,80,2,Y0223,,71,711,,1,1,,1,,,,60,,711,,,, 4,170,162,,,30,,02,,,,,877607,2,,468407,,,1986
86IN00193,1980020227,80,2,Y0227,,70,702,,1,,0,1,,,,60,,,,,,,177,0,3,,30,,02,0616,,,,701807,9,,721007,93,,1986
86IN00194,1980020228,80,2,Y0228,,71,712,,1,1,,1,,,,60,,711,,,, 2,214,177,,,30,,02,,,,,868507,3,,596907,,,1986
86IN00195,1980020246,80,2,Y0246,,72,712,,1,1,6,1,,,,60,,,,,, 2,143,0,,177,30,,02,,,,,868507,4,,707407,,,1986
86IN00196,1980020281,80,2,Y0281,,71,712,,1,1,,1,,,,60,,713,,,, 2,151,143,,,30,,02,,,,,868507,3,,335907,,,1986
86IN00197,1980020290,80,2,Y0290,,71,712,,1,1,,1,,,,60,,714,,,, 2,142,139,,,30,,02,,,,,868507,1,,468507,,,1986
86IN00198,1980020304,80,2,Y0304,,70,702,,1,2,,1,,,2,60,,703,,,, 3,172,161,,,30,,02,,,,,701807,1,,594007,,,1986
86IN00199,1980020316,80,2,Y0316,,71,712,,1,1,,1,,,,60,,712,,,, 2,153,148,7,,30,,02,1029,,,,868507,1,,455507,97,,1986
86IN00200,1980020327,80,2,Y0327,,70,701,,1,1,,1,,,,60,,703,,,, 3,157,148,,,30,,02,,,,,732307,1,,558907,,,1986
86IN00201,1980020328,80,2,Y0328,,70,701,,1,2,,1,,,2,60,,704,,,, 3,139,139,,,30,,02,,,,,732307,2,,558907,,,1986
86IN00202,1980020342,80,2,Y0342,,70,701,,1,1,,1,,,,60,,702,,,, 2,154,161,,,30,,02,,,,,732307,1,,479807,,,1986
86IN00203,1980020361,80,2,Y0361,,71,712,,1,,1,1,,,,60,,,,,,,150,0,,,30,,02,,,,,868507,4,,478107,,,1986
86IN00204,1980020384,80,2,Y0384,,70,704,,1,1,,0,,,,60,,701,,,, 3,163,154,,,30,,02,,,,,380908,1,,309209,,,1986
86IN00205,1980020394,80,2,Y0394,,72,713,,1,1,6,1,,,,60,,,,,, 2,181,0,,216,30,,02,,,,,867507,4,,574807,,,1986
86IN00206,1980020403,80,2,Y0403,,70,704,,1,2,,0,,,0,60,,,,,, 2,183,185,2,,30,141,02,0925,,,,380908,2,,245409,92,,1986
86IN00207,1980020430,80,2,Y0430,,71,714,,1,1,,0,,,,60,,712,,,, 3,147,149,,,30,,02,,,,,427408,2,,268909,,,1986
86IN00208,1980020432,80,2,Y0432,,70,701,,1,1,,1,,,,60,,704,,,, 2,152,155,,,30,,02,,,,,732307,1,,711407,,,1986
86IN00209,1980020444,80,2,Y0444,,71,713,,1,1,,1,,,,60,,714,,,, 2,172,179,,,30,,02,,,,,867507,1,,573407,,,1986
86IN00210,1980020455,80,2,Y0455,,70,703,,1,1,,1,,,,60,,704,,,, 2,140,159,,,30,,02,,,,,706807,3,,468307,,,1986
86IN00211,1980020460,80,2,Y0460,,75,  3,,2,1,6,1,,,,55,,,,,, 2,149,0,,165,30,,02,,,,,805407,4,,669007,,,1986
86IN00212,1980020464,80,2,Y0464,,72,  1,,2,1,6,1,,,,55,,,,,, 2,154,172,,172,30,,02,,,,,759707,4,,770807,,,1986
86IN00213,1980020466,80,2,Y0466,,75,  5,,2,,6,0,,,,55,,,,,,,162,0,6,,38,,02,0814,,,,626507,4,,385908,20,,1986
86IN00214,1980020468,80,2,Y0468,,76,  2,,2,,6,0,,,,55,,,,,,,0,0,6,,35,,02,0101,,,,771407,*,,733605,68,,1986
86IN00215,1980020474,80,2,Y0474,,75,  6,,2,2,6,1,,,2,55,,,,,,,165,180,2,,30,119,02,0925,,,,770307,4,,295807,92,,1986
86IN00216,1980020486,80,2,Y0486,,75,  5,,2,,6,1,,,,55,,,,,,,0,0,6,,30,,02,0422,,,,626507,*,,322407,19,,1986
86IN00217,1980020491,80,2,Y0491,,73,  2,,2,1,6,0,,,,55,,,,,, 2,149,0,,198,38,,02,,,,,771407,4,,160708,,,1986
86IN00218,1980020493,80,2,Y0493,,74,  1,,2,,6,1,,,,55,,,,,,,152,0,6,,30,,02,1012,,,,759707,4,,505107,16,,1986
86IN00219,1980020496,80,2,Y0496,,75,  6,,2,2,6,1,,,2,55,,,,,,,132,134,2,,30,119,02,0925,,,,770307,4,,524007,92,,1986
86IN00220,1980020497,80,2,Y0497,,75,  6,,2,,6,1,,,,55,,,,,,,140,0,6,,30,,02,0818,,,,770307,4,,524007,20,,1986
86IN00221,1980020499,80,2,Y0499,,74,  6,,2,3,6,0,,,,55,,,,,,,153,171,3,,38,,02,1005,8,,58,770307,4,,289808,93,,1986
86IN00222,1980020520,80,2,Y0520,,75,  5,,2,1,6,1,,,,55,,,,,, 2,152,0,,181,30,,02,,,,,626507,4,,675507,,,1986
86IN00223,1980020526,80,2,Y0526,,75,  7,,2,3,2,1,,,,55,,,,,,11,162,170,,164,30,,02,,2,,06,754807,4,,525707,,,1986
86IN00224,1980020542,80,2,Y0542,,75,  7,,2,1,6,0,,,,55,,,,,, 2,145,0,,184,38,,02,,,,,754807,4,,297608,,,1986
86IN00225,1980020544,80,2,Y0544,,75,  3,,2,1,6,1,,,,55,,,,,, 1,158,0,,146,30,,02,,,,,805407,4,,626607,,,1986
86IN00226,1980020545,80,2,Y0545,,75,  3,,2,3,6,1,,,,55,,,,,,,130,152,3,,30,,02,1005,8,,4:,805407,4,,689207,93,,1986
86IN00227,1980020551,80,2,Y0551,,74,  1,,2,1,6,1,,,,55,,,,,, 2,162,0,,189,30,,02,,,,,759707,4,,657207,,,1986
86IN00228,1981020658,81,2,Y0658,,76,006,,1,1,6,0,,,,50,,,,,, 2,182,0,,211,35,,02,,,,,892407,4,,768605,,,1986
86IN00229,1981020678,81,2,Y0678,,75,003,,1,3,2,1,,,,50,,,,,,,134,0,5,,30,,02,1027,2,, 2,771407,4,,812107,95,,1986
86IN00230,1981020693,81,2,Y0693,,75,003,,1,2,6,1,,,2,50,,,,,,,161,181,2,,30,118,02,0925,,,,771407,4,,820907,92,,1986
86IN00231,1981020696,81,2,Y0696,,74,004,,1,1,6,1,,,,50,,,,,, 2,157,173,,165,30,,02,,,,,773007,4,,661807,,,1986
86IN00232,1981020697,81,2,Y0697,,73,004,,1,1,6,1,,,,50,,,,,, 2,169,0,,190,30,,02,,,,,773007,4,,207707,,,1986
86IN00233,1981020698,81,2,Y0698,,73,004,,1,1,6,1,,,,50,,,,,, 3,159,0,,178,30,,02,,,,,773007,4,,207707,,,1986
86IN00234,1981020707,81,2,Y0707,,73,004,,1,1,6,1,,,,50,,,,,, 2,143,0,,178,30,,02,,,,,773007,4,,551507,,,1986
86IN00235,1981020721,81,2,Y0721,,76,006,,1,2,6,0,,,0,50,,,,,,,137,143,2,,35,144,02,0925,,,,892407,4,,665405,92,,1986
86IN00236,1981020790,81,2,Y0790,,73,009,,1,2,6,1,,,2,50,,,,,,,137,146,2,,30,118,02,0925,,,,953907,4,,644807,92,,1986
86IN00237,1981020796,81,2,Y0796,,73,002,,1,,2,1,,,,50,,,,,,,190,0,3,,30,,02,0602,,,,759707,4,,493407,93,,1986
86IN00238,1981020803,81,2,Y0803,,76,007,,1,1,6,0,,,,50,,,,,, 2,176,0,,223,35,,02,,,,,894507,4,,850105,,,1986
86IN00239,1981020862,81,2,Y0862,,76,001,,1,1,6,0,,,,50,,,,,, 2,163,0,,204,30,,02,,,,,754807,4,,835706,,,1986
86IN00240,1981020866,81,2,Y0866,,73,004,,1,1,6,1,,,,50,,,,,, 2,158,0,,189,30,,02,,,,,773007,4,,693607,,,1986
86IN00241,1981020908,81,2,Y0908,,75,001,,1,1,6,1,,,,50,,,,,, 2,192,0,,213,30,,02,,,,,754807,4,,781007,,,1986
86IN00242,1981020909,81,2,Y0909,,75,001,,1,1,6,1,,,,50,,,,,, 5,168,0,,204,30,,02,,,,,754807,4,,781007,,,1986
86IN00243,1981020934,81,2,Y0934,,76,007,,1,1,6,0,,,,50,,,,,, 2,168,201,,204,35,,02,,,,,894507,4,,769305,,,1986
86IN00244,1981020942,81,2,Y0942,,72,011,,1,1,6,1,,,,50,,,,,, 3,155,0,,168,30,,02,,,,,985707,4,,538407,,,1986
86IN00245,1981020957,81,2,Y0957,,76,008,,1,2,6,0,,,0,50,,,,,,,175,183,2,,35,144,02,0925,,,,926507,4,,811505,92,,1986
86IN00246,1981020961,81,2,Y0961,,75,003,,1,1,6,1,,,,50,,,,,, 2,152,163,,168,30,,02,,,,,771407,4,,525107,,,1986
86IN00247,1981020962,81,2,Y0962,,76,012,,1,1,6,0,,,,50,,,,,, 4,188,0,,221,35,,02,,,,,990007,4,,680605,,,1986
86IN00248,1981020963,81,2,Y0963,,76,012,,1,2,6,0,,,0,50,,,,,,,146,163,2,,35,144,02,0925,,,,990007,4,,680605,92,,1986
86IN00249,1981020978,81,2,Y0978,,74,012,,1,3,2,1,,,,50,,,,,,,150,0,3,,30,,02,1005,8,, 8,990007,4,,787707,93,,1986
86IN00250,1981020993,81,2,Y0993,,73,006,,1,1,6,1,,,,50,,,,,, 2,144,0,,167,30,,02,,,,,892407,4,,636607,,,1986
86IN00251,1981021004,81,2,Y1004,,75,001,,1,3,2,1,,,,50,,,,,, 2,158,164,,152,30,,02,,2,,42,754807,4,,601907,,,1986
86IN00252,1981021012,81,2,Y1012,,75,004,,1,1,6,1,,,,50,,,,,, 1,162,0,,171,30,,02,,,,,773007,4,,807107,,,1986
86IN00253,1981021022,81,2,Y1022,,75,001,,1,2,6,1,,,2,50,,,,,,,164,165,2,,30,118,02,0925,,,,754807,4,,748407,92,,1986
86IN00254,1981021028,81,2,Y1028,,75,010,,1,3,2,1,,,,50,,,,,, 2,175,0,,162,30,,02,,2,,,975907,4,,643007,,,1986
86IN00255,1981021062,81,2,Y1062,,74,007,,1,1,6,1,,,,50,,,,,, 2,157,0,,192,30,,02,,,,,894507,4,,820407,,,1986
86IN00256,1981021070,81,2,Y1070,,72,004,,1,3,6,1,,,,50,,,,,,,160,170,5,,30,,02,1027,5,,55,773007,4,,695307,95,,1986
86IN00257,1981021085,81,2,Y1085,,72,005,,1,1,6,1,,,,50,,,,,, 1,161,180,,179,30,,02,,,,,779707,4,,515207,,,1986
86IN00258,1981021096,81,2,Y1096,,73,005,,1,1,6,0,,,,50,,,,,, 2,176,0,,211,38,,02,,,,,779707,4,,369508,,,1986
86IN00259,1981021109,81,2,Y1109,,73,005,,1,1,6,1,,,,50,,,,,, 2,190,0,,240,30,,02,,,,,779707,4,,519107,,,1986
86IN00260,1981021111,81,2,Y1111,,76,010,,1,,6,0,,,,50,,,,,,,158,0,6,,35,,02,0928,,,,975907,4,,774605,16,,1986
86IN00261,1981021118,81,2,Y1118,,73,009,,1,1,6,0,,,,50,,,,,, 2,134,0,,168,39,,02,,,,,953907,4,,804209,,,1986
86IN00262,1981021123,81,2,Y1123,,73,009,,1,,6,1,,,,50,,,,,,,0,0,7,,30,,02,0521,,,,953907,*,,696307,97,,1986
86IN00263,1981021138,81,2,Y1138,,73,006,,1,1,6,1,,,,50,,,,,, 2,162,0,,178,30,,02,,,,,892407,4,,548907,,,1986
86IN00264,1981021157,81,2,Y1157,,73,009,,1,1,6,1,,,,50,,,,,, 3,153,0,,199,30,,02,,,,,953907,4,,790507,,,1986
86IN00265,1981021160,81,2,Y1160,,74,012,,1,1,6,0,,,,50,,,,,, 2,158,0,,190,38,,02,,,,,990007,4,,156708,,,1986
86IN00266,1981021176,81,2,Y1176,,74,013,,1,,6,1,,,,50,,,,,,,94,0,3,,30,,02,0602,,,,966807,9,,652807,93,,1986
86IN00267,1981021179,81,2,Y1179,,74,007,,1,3,2,1,,,,50,,,,,,,144,0,3,,30,,02,1005,8,, 8,894507,4,,930807,93,,1986
86IN00268,1981021188,81,2,Y1188,,72,010,,1,1,6,1,,,,50,,,,,, 2,194,0,,235,30,,02,,,,,975907,4,,624507,,,1986
86IN00269,1981021201,81,2,Y1201,,75,006,,1,1,6,1,,,,50,,,,,, 2,164,0,,199,30,,02,,,,,892407,4,,529507,,,1986
86IN00270,1981021205,81,2,Y1205,,74,006,,1,1,6,1,,,,50,,,,,, 3,172,0,,186,30,,02,,,,,892407,4,,543707,,,1986
86IN00271,1981021216,81,2,Y1216,,73,002,,1,1,6,1,,,,50,,,,,, 5,131,0,,180,30,,02,,,,,759707,4,,757207,,,1986
86IN00272,1981021221,81,2,Y1221,,75,013,,1,,6,1,,,,50,,,,,,,187,0,6,,30,,02,1116,,,,966807,4,,654707,05,,1986
86IN00273,1981021225,81,2,Y1225,,76,006,,1,1,6,0,,,,50,,,,,, 2,157,0,,187,35,,02,,,,,892407,4,,733605,,,1986
86IN00274,1981021237,81,2,Y1237,,74,013,,1,1,6,0,,,,50,,,,,, 2,171,0,,185,38,,02,,,,,966807,4,,289808,,,1986
86IN00275,1981021238,81,2,Y1238,,74,013,,1,1,6,0,,,,50,,,,,, 2,143,0,,179,38,,02,,,,,966807,4,,289808,,,1986
86IN00276,1981021242,81,2,Y1242,,72,005,,1,1,6,1,,,,50,,,,,, 3,154,0,,186,30,,02,,,,,779707,4,,552007,,,1986
86IN00277,1981021265,81,2,Y1265,,76,007,,1,1,6,0,,,,50,,,,,, 3,160,0,,172,35,,02,,,,,894507,4,,950105,,,1986
86IN00278,1981021276,81,2,Y1276,,75,008,,1,,2,1,,,,50,,,,,,,164,0,3,,30,,02,0602,,,,926507,4,,526007,93,,1986
86IN00279,1981021287,81,2,Y1287,,74,006,,1,1,6,0,,,,50,,,,,, 2,148,0,,173,38,,02,,,,,892407,4,,400808,,,1986
86IN00280,1981021289,81,2,Y1289,,73,005,,1,1,6,0,,,,50,,,,,, 2,172,0,,171,38,,02,,,,,779707,4,,144508,,,1986
86IN00281,1981021311,81,2,Y1311,,73,013,,1,1,6,1,,,,50,,,,,, 2,165,0,,197,30,,02,,,,,966807,4,,513107,,,1986
86IN00282,1981021334,81,2,Y1334,,75,006,,1,1,6,1,,,,50,,,,,, 3,150,0,,192,30,,02,,,,,892407,4,,566307,,,1986
86IN00283,1981021342,81,2,Y1342,,73,013,,1,1,6,1,,,,50,,,,,, 2,163,0,,195,30,,02,,,,,966807,4,,468107,,,1986
86IN00284,1981021398,81,2,Y1398,,75,005,,1,,6,1,,,,50,,,,,,,157,0,6,,30,,02,0814,,,,779707,4,,445607,20,,1986
86IN00285,1981021408,81,2,Y1408,,71,713,,1,1,,1,,,,50,,712,,,, 2,158,169,,,30,,02,,,,,035302,2,,559807,,,1986
86IN00286,1981021414,81,2,Y1414,,71,715,,1,2,,0,,,0,50,,711,,,, 2,167,168,,,30,,02,,,,,427408,3,,299309,,,1986
86IN00287,1981021419,81,2,Y1419,,71,714,,1,1,,1,,,,50,,711,,,, 3,211,152,,,30,,02,,,,,018302,3,,843307,,,1986
86IN00288,1981021432,81,2,Y1432,,71,713,,1,3,2,1,,,,50,,,,,,11,174,191,,191,30,,02,,2,,06,035302,2,,713107,,,1986
86IN00289,1981021438,81,2,Y1438,,75,013,,1,1,6,0,,,,50,,,,,, 2,146,0,,183,38,,02,,,,,966807,4,,317408,,,1986
86IN00290,1981021440,81,2,Y1440,,70,715,,1,1,,0,,,,50,,701,,,, 3,190,187,,,30,,02,,,,,427408,3,,324509,,,1986
86IN00291,1981021441,81,2,Y1441,,72,715,,1,1,6,0,,,,50,,,,,, 2,174,0,,213,30,,02,,,,,427408,4,,324509,,,1986
86IN00292,1981021445,81,2,Y1445,,71,714,,1,1,,1,,,,50,,711,,,, 3,150,158,,,30,,02,,,,,018302,3,,707707,,,1986
86IN00293,1981021448,81,2,Y1448,,72,715,,1,,6,0,,,,50,,,,,,,176,0,6,,30,,02,0821,,,,427408,4,,379009,04,,1986
86IN00294,1981021454,81,2,Y1454,,71,711,,1,1,,1,,,,50,,711,,,, 2,137,144,,,30,,02,,,,,037102,1,,584207,,,1986
86IN00295,1981021462,81,2,Y1462,,72,715,,1,1,6,0,,,,50,,,,,, 2,180,0,,193,30,,02,,,,,427408,4,,309209,,,1986
86IN00296,1981021466,81,2,Y1466,,71,714,,1,1,,1,,,,50,,713,,,, 3,197,157,,,30,,02,,,,,018302,3,,873807,,,1986
86IN00297,1981021472,81,2,Y1472,,70,701,,1,1,,1,,,,50,,701,,,, 2,172,136,,,30,,02,,,,,849307,3,,699407,,,1986
86IN00298,1981021480,81,2,Y1480,,70,704,,1,1,,1,,,,50,,701,,,, 3,136,147,,,30,,02,,,,,864007,1,,725107,,,1986
86IN00299,1981021495,81,2,Y1495,,72,704,,1,1,6,1,,,,50,,,,,, 1,185,213,,213,30,,02,,,,,864007,4,,840107,,,1986
86IN00300,1981021497,81,2,Y1497,,72,713,,1,,6,1,,,,50,,,,,,,0,0,6,,30,,02,0304,,,,035302,*,,489807,04,,1986
86IN00301,1981021511,81,2,Y1511,,70,702,,1,1,,1,,,,50,,703,,,, 3,160,161,,,30,,02,,,,,877607,2,,498907,,,1986
86IN00302,1981021515,81,2,Y1515,,71,715,,1,1,,0,,,,50,,714,,,, 3,208,188,,,30,,02,,,,,427408,3,,199909,,,1986
86IN00303,1981021522,81,2,Y1522,,71,713,,1,1,,1,,,,50,,713,,,, 3,166,175,,,30,,02,,,,,035302,2,,557807,,,1986
86IN00304,1981021524,81,2,Y1524,,70,703,,1,1,,1,,,,50,,703,,,, 3,162,140,,,30,,02,,,,,850207,1,,471707,,,1986
86IN00305,1981021529,81,2,Y1529,,72,715,,1,1,6,0,,,,50,,,,,, 2,185,0,,213,30,,02,,,,,427408,4,,297409,,,1986
86IN00306,1981021542,81,2,Y1542,,70,702,,1,1,,1,,,,50,,704,,,, 2,157,140,,,30,,02,,,,,877607,1,,869607,,,1986
86IN00307,1981021548,81,2,Y1548,,72,712,,1,2,6,1,,,2,50,,,,,,,180,187,2,,30,124,02,0925,,,,015702,4,,698007,92,,1986
86IN00308,1981021549,81,2,Y1549,,71,712,,1,2,,1,,,,50,,,,,, 2,149,143,3,,30,,02,1103,,,30,015702,3,,698007,93,,1986
86IN00309,1981021556,81,2,Y1556,,71,714,,1,1,,1,,,,50,,712,,,, 2,177,179,,,30,,02,,,,,018302,2,,557907,,,1986
86IN00310,1981021562,81,2,Y1562,,72,701,,1,1,6,1,,,,50,,,,,, 2,190,0,,217,30,,02,,,,,849307,4,,852307,,,1986
86IN00311,1981021563,81,2,Y1563,,70,701,,1,,0,1,,,,50,,,,,,,126,0,3,,30,,02,0602,,,,849307,9,,852307,93,,1986
86IN00312,1981021566,81,2,Y1566,,72,702,,1,1,6,1,,,,50,,,,,, 2,178,201,,198,30,,02,,,,,877607,4,,879607,,,1986
86IN00313,1981021572,81,2,Y1572,,70,704,,1,,,1,,,,50,,,,,,,145,0,6,,30,,02,0604,,,,864007,9,,594007,57,,1986
86IN00314,1981021578,81,2,Y1578,,71,713,,1,1,,1,,,,50,,714,,,, 2,165,174,,,30,,02,,,,,035302,2,,457907,,,1986
86IN00315,1981021588,81,2,Y1588,,71,714,,1,1,,1,,,,50,,714,,,, 2,132,128,,,30,,02,,,,,018302,1,,583707,,,1986
86IN00316,1981021589,81,2,Y1589,,71,712,,1,,,1,,,,50,,,,,,,0,0,3,,30,,02,0303,,,,015702,*,,590607,93,,1986
86IN00317,1981021591,81,2,Y1591,,71,714,,1,,,1,,,,50,,,,,,,0,0,3,,30,,02,0303,,,,018302,*,,455507,93,,1986
86IN00318,1981021630,81,2,Y1630,,70,703,,1,1,,1,,,,50,,704,,,, 3,187,177,,,30,,02,,,,,850207,3,,491307,,,1986
86IN00319,1981021645,81,2,Y1645,,71,711,,1,1,,1,,,,50,,713,,,, 3,157,158,,,30,,02,,,,,037102,1,,573407,,,1986
86IN00320,1981021676,81,2,Y1676,,72,702,,1,1,6,1,,,,50,,,,,, 2,152,0,,215,30,,02,,,,,877607,4,,562507,,,1986
86IN00321,1981021679,81,2,Y1679,,70,701,,1,3,2,1,,,,50,,,,,,11,152,163,,163,30,,02,,2,,06,849307,1,,725307,,,1986
86IN00322,1981021707,81,2,Y1707,,70,715,,1,1,,0,,,,50,,702,,,, 3,168,174,,,30,,02,,,,,427408,2,,284009,,,1986
86IN00323,1981021730,81,2,Y1730,,72,713,,1,1,6,1,,,,50,,,,,, 3,177,0,,214,30,,02,,,,,035302,4,,472607,,,1986
86IN00324,1981021744,81,2,Y1744,,70,704,,1,2,,1,,,2,50,,702,,,, 3,168,181,,,30,,02,,,,,864007,1,,733307,,,1986
86IN00325,1981021784,81,2,Y1784,,72,713,,1,,6,1,,,,50,,,,,,,0,0,6,,30,,02,0328,,,,035302,*,,725207,95,,1986
86IN00326,1981021790,81,2,Y1790,,70,703,,1,1,,1,,,,50,,702,,,, 3,162,168,,,30,,02,,,,,850207,3,,598707,,,1986
86IN00327,1981021811,81,2,Y1811,,71,711,,1,,0,1,,,,50,,,,,,,200,0,3,,30,,02,0616,,,,037102,9,,574807,93,,1986
86IN00328,1981021817,81,2,Y1817,,71,714,,1,2,,1,,,2,50,,712,,,, 2,139,144,,,30,,02,,,,,018302,1,,846607,,,1986
86IN00329,1981021825,81,2,Y1825,,73,003,,2,1,6,1,,,,45,,,,,, 2,186,0,,233,30,,02,,,,,779707,4,,493407,,,1986
86IN00330,1981021826,81,2,Y1826,,74,006,,2,1,6,1,,,,45,,,,,, 2,133,174,,172,30,,02,,,,,759707,4,,648307,,,1986
86IN00331,1981021828,81,2,Y1828,,75,011,,2,2,6,1,,,0,45,,,,,,,122,139,2,,30,139,02,0925,,,,985907,4,,826107,92,,1986
86IN00332,1981021834,81,2,Y1834,,72,006,,2,1,6,1,,,,45,,,,,, 2,148,0,,196,30,,02,,,,,759707,4,,881407,,,1986
86IN00333,1981021837,81,2,Y1837,,75,012,,2,1,6,1,,,,45,,,,,, 2,167,0,,226,30,,02,,,,,966907,4,,565807,,,1986
86IN00334,1981021852,81,2,Y1852,,76,005,,2,1,6,0,,,,45,,,,,, 2,147,0,,196,35,,02,,,,,967007,4,,732105,,,1986
86IN00335,1981021867,81,2,Y1867,,74,006,,2,,6,1,,,,45,,,,,,,125,0,3,,30,,02,0616,,,,759707,4,,750607,03,,1986
86IN00336,1981021871,81,2,Y1871,,74,007,,2,1,6,1,,,,45,,,,,, 2,149,0,,194,30,,02,,,,,991407,4,,823107,,,1986
86IN00337,1981021876,81,2,Y1876,,72,006,,2,1,6,1,,,,45,,,,,, 1,139,161,,158,30,,02,,,,,759707,4,,636807,,,1986
86IN00338,1981021884,81,2,Y1884,,73,003,,2,2,6,0,,,0,45,,,,,,,152,182,2,,38,144,02,0925,,,,779707,4,,239808,92,,1986
86IN00339,1981021896,81,2,Y1896,,75,012,,2,1,6,1,,,,45,,,,,, 2,162,0,,216,30,,02,,,,,966907,4,,580907,,,1986
86IN00340,1981021900,81,2,Y1900,,75,010,,2,3,2,1,,,,45,,,,,,,150,0,3,,30,,02,1005,8,, 8,945707,4,,812007,93,,1986
86IN00341,1981021904,81,2,Y1904,,74,005,,2,1,6,1,,,,45,,,,,, 2,127,0,,153,30,,02,,,,,967007,4,,534707,,,1986
86IN00342,1981021907,81,2,Y1907,,75,010,,2,1,6,1,,,,45,,,,,, 3,132,0,,146,30,,02,,,,,945707,4,,891207,,,1986
86IN00343,1981021913,81,2,Y1913,,74,008,,2,1,6,1,,,,45,,,,,, 2,136,0,,169,30,,02,,,,,950907,4,,541507,,,1986
86IN00344,1981021915,81,2,Y1915,,75,010,,2,1,6,1,,,,45,,,,,, 2,163,0,,176,30,,02,,,,,945707,4,,350307,,,1986
86IN00345,1981021916,81,2,Y1916,,74,008,,2,1,6,1,,,,45,,,,,, 2,124,0,,131,30,,02,,,,,950907,4,,534607,,,1986
86IN00346,1981021917,81,2,Y1917,,74,008,,2,1,6,1,,,,45,,,,,, 2,144,0,,160,30,,02,,,,,950907,4,,534607,,,1986
86IN00347,1981021918,81,2,Y1918,,72,006,,2,1,6,1,,,,45,,,,,, 2,153,0,,201,30,,02,,,,,759707,4,,746407,,,1986
86IN00348,1981021924,81,2,Y1924,,74,008,,2,1,6,1,,,,45,,,,,, 2,137,0,,152,30,,02,,,,,950907,4,,435507,,,1986
86IN00349,1981021962,81,2,Y1962,,76,006,,2,,6,0,,,,45,,,,,,,170,0,6,,35,,02,0930,,,,759707,4,,668305,05,,1986
86IN00350,1981021963,81,2,Y1963,,76,006,,2,1,6,0,,,,45,,,,,, 1,166,197,,193,35,,02,,,,,759707,4,,668305,,,1986
86IN00351,1981021965,81,2,Y1965,,74,005,,2,1,6,1,,,,45,,,,,, 1,153,172,,171,30,,02,,,,,967007,4,,547107,,,1986
86IN00352,1981021967,81,2,Y1967,,76,006,,2,1,6,0,,,,45,,,,,, 2,154,0,,197,35,,02,,,,,759707,4,,775505,,,1986
86IN00353,1981021971,81,2,Y1971,,74,005,,2,1,6,1,,,,45,,,,,, 2,142,0,,205,30,,02,,,,,967007,4,,821307,,,1986
86IN00354,1981021972,81,2,Y1972,,75,010,,2,1,6,1,,,,45,,,,,, 2,137,0,,175,30,,02,,,,,945707,4,,623007,,,1986
86IN00355,1981021985,81,2,Y1985,,75,011,,2,1,6,1,,,,45,,,,,, 3,139,0,,161,30,,02,,,,,985907,4,,570507,,,1986
