AAID,ID10,ETAG,YRREC,PEN,RGRP,LOT,BAND,TRT,BPEN,BGRP,STUDY,STUDYTRT
AA202018835599,2018835599,Z5599,2020,56,0,RED,2,,,,,
AA202018835605,2018835605,Z5605,2020,71,,GRN,1,,,,,
AA202018835607,2018835607,Z5607,2020,18,0,OR,H,,,,,
AA202018835612,2018835612,Z5612,2020,16,,RED,H,,,,,
AA202018835624,2018835624,Z5624,2020,66,0,GRN,1,,,,,
AA202018835634,2018835634,Z5634,2020,47,0,RED,1,,,,,
AA202018835635,2018835635,Z5635,2020,22,0,,M,,,,Sale,
AA202018835639,2018835639,Z5639,2020,BL,0,,2,,,,,
AA202018835644,2018835644,Z5644,2020,22,0,,H,,,,,
AA202018835648,2018835648,Z5648,2020,26,0,,D,,,,,
AA202018835650,2018835650,Z5650,2020,61,7,,1,,,,,
AA202018835655,2018835655,Z5655,2020,17,0,,H,,,,,
AA202018835687,2018835687,Z5687,2020,26,,RED,H,,,,,
AA202018835688,2018835688,Z5688,2020,24,0,,H,,,,,
AA202018835691,2018835691,Z5691,2020,24,0,,,,,,,
AA202018835692,2018835692,Z5692,2020,24,0,,M,,,,MARC,
AA202018835693,2018835693,Z5693,2020,69,,,1,,,,,
AA202018835700,2018835700,Z5700,2020,26,0,,H,,,,,
AA202018835703,2018835703,Z5703,2020,22,0,,H,,,,,
AA202018835712,2018835712,Z5712,2020,17,0,,H,,,,,
AA202018835722,2018835722,Z5722,2020,05,,OR,M,,,,,
AA202018835725,2018835725,Z5725,2020,26,0,OR,H,,,,,
AA202018835732,2018835732,Z5732,2020,04,0,OR,H,,,,,
AA202018835738,2018835738,Z5738,2020,64,0,,D,,,,,
AA202018835747,2018835747,Z5747,2020,17,0,RED,H,,,,,
AA202018835756,2018835756,Z5756,2020,BR2,0,PUR,D,,,,Sync,
AA202018835762,2018835762,Z5762,2020,18,0,,H,,,,,
AA202018835764,2018835764,Z5764,2020,BR2,0,PUR,H,,,,Sync,
AA202018835775,2018835775,Z5775,2020,22,0,OR,M,,,,,
AA202018835783,2018835783,Z5783,2020,50,0,RED,2,,,,,
AA202018835792,2018835792,Z5792,2020,65,7,GRN,2,,,,,
AA202018835803,2018835803,Z5803,2020,64,7,,2,,,,,
AA202018835809,2018835809,Z5809,2020,BR2,0,PUR,D,,,,Sync,
AA202018835814,2018835814,Z5814,2020,BR2,,PUR,D,,,,Sync,
AA202018835824,2018835824,Z5824,2020,16,0,RED,H,,,,,
AA202018835854,2018835854,Z5854,2020,BR2,0,PUR,,,,,Sync,
AA202018835855,2018835855,Z5855,2020,71,,GRN,2,,,,,
AA202018835864,2018835864,Z5864,2020,21,0,OR,H,,,,,
AA202018835867,2018835867,Z5867,2020,BR2,0,PUR,H,,,,Sync,
AA202018835871,2018835871,Z5871,2020,16,0,,H,,,,,
AA202018835874,2018835874,Z5874,2020,05,0,OR,H,,,,,
AA202018835878,2018835878,Z5878,2020,63,,,2,,,,,
AA202018835880,2018835880,Z5880,2020,18,0,RED,H,,,,,
AA202018835892,2018835892,Z5892,2020,26,0,,D,,,,,
AA202018835904,2018835904,Z5904,2020,16,0,,H,,,,,
AA202018835913,2018835913,Z5913,2020,23,0,OR,M,,,,,
AA202018835917,2018835917,Z5917,2020,16,0,OR,H,,,,,
AA202018835931,2018835931,Z5931,2020,72,,GRN,2,,,,,
AA202018835959,2018835959,Z5959,2020,e3,0,YEL,H,,,,,
AA202018835985,2018835985,Z5985,2020,17,0,RED,D,,,,,
AA202018835986,2018835986,Z5986,2020,04,0,OR,H,,,,,
AA202018835987,2018835987,Z5987,2020,04,0,OR,H,,,,,
AA202018836003,2018836003,Z6003,2020,BL,7,,2,,,,,
AA202018836007,2018836007,Z6007,2020,53,0,RED,1,,,,Term,
AA202018836014,2018836014,Z6014,2020,e8,0,YOR,H,,,,Sync,
AA202018836017,2018836017,Z6017,2020,26,0,,M,,,,,
AA202018836025,2018836025,Z6025,2020,16,,,H,,,,,
AA202018836026,2018836026,Z6026,2020,16,,,H,,,,,
AA202018836029,2018836029,Z6029,2020,67,0,,1,,,,,
AA202018836052,2018836052,Z6052,2020,16,,,D,,,,,
AA202018836053,2018836053,Z6053,2020,26,,,H,,,,,
AA202018836061,2018836061,Z6061,2020,18,,,M,,,,,
AA202018836073,2018836073,Z6073,2020,17,0,,M,,,,,
AA202018836092,2018836092,Z6092,2020,BL,0,,1,,,,,
AA202018836096,2018836096,Z6096,2020,51,7,GRN,2,,,,,
AA202018836097,2018836097,Z6097,2020,54,0,,1,,,,,
AA202018836099,2018836099,Z6099,2020,70,0,GRN,1,,,,,
AA202018836118,2018836118,Z6118,2020,05,0,RED,M,,,,,
AA202018836176,2018836176,Z6176,2020,70,0,GRN,2,,,,,
AA202018836214,2018836214,Z6214,2020,66,0,GRN,D,,,,,
AA202018836225,2018836225,Z6225,2020,e8,0,GRN,H,,,,Sync,
AA202018836237,2018836237,Z6237,2020,37,,RTX,D,,,,Sync,
AA202018836243,2018836243,Z6243,2020,11,,OR,H,,,,Sync,
AA202018836249,2018836249,Z6249,2020,e8,0,YOR,H,,,,Sync,
AA202018836281,2018836281,Z6281,2020,65,0,,1,,,,,
AA202018836289,2018836289,Z6289,2020,e8,,YOR,H,,,,,
AA202018836317,2018836317,Z6317,2020,10,0,OR,H,,,,Sync,
AA202018836318,2018836318,Z6318,2020,10,0,OR,H,,,,Sync,
AA202018836322,2018836322,Z6322,2020,e8,,YOR,D,,,,,
AA202018836335,2018836335,Z6335,2020,10,0,OR,H,,,,Sync,
AA202018836351,2018836351,Z6351,2020,29,0,,H,,,,Sync,
AA202018007471,2018007471,Z7471,2020,,,,Y,,,,,
AA202019060347,2019060347,A0347,2020,38,0,,,,,,MARC,
AA202019060348,2019060348,A0348,2020,38,0,,Y,,,,,
AA202019060350,2019060350,A0350,2020,35,0,,D,,,,,
AA202019060354,2019060354,A0354,2020,32,0,,2,,,,,
AA202019060356,2019060356,A0356,2020,38,7,,1,,,,,
AA202019060363,2019060363,A0363,2020,38,,,2,,,,,
AA202019060365,2019060365,A0365,2020,38,0,,,,,,MARC,
AA202019060370,2019060370,A0370,2020,35,0,,1,,,,,
AA202019060373,2019060373,A0373,2020,32,,,2,,,,,
AA202019060374,2019060374,A0374,2020,32,0,,,,,,MARC,
AA202019060376,2019060376,A0376,2020,31,7,,2,,,,,
AA202019060377,2019060377,A0377,2020,31,7,,1,,,,,
AA202019060378,2019060378,A0378,2020,34,,,D,,,,,
AA202019060379,2019060379,A0379,2020,34,,,Y,,,,,
AA202019060380,2019060380,A0380,2020,33,0,,D,,,,,
AA202019060388,2019060388,A0388,2020,37,,,1,,,,,
AA202019060389,2019060389,A0389,2020,37,,,1,,,,,
AA202019060390,2019060390,A0390,2020,34,0,,Y,,,,,
AA202019060393,2019060393,A0393,2020,34,0,,1,,,,,
AA202019060394,2019060394,A0394,2020,33,0,,,,,,MARC,
AA202019060395,2019060395,A0395,2020,33,0,,2,,,,,
AA202019060396,2019060396,A0396,2020,32,0,,,,,,MARC,
AA202019060397,2019060397,A0397,2020,32,0,,Y,,,,,
AA202019060398,2019060398,A0398,2020,34,0,,1,,,,,
AA202019060399,2019060399,A0399,2020,34,0,,,,,,MARC,
AA202019060401,2019060401,A0401,2020,35,0,,Y,,,,,
AA202019060404,2019060404,A0404,2020,37,0,,2,,,,,
AA202019060406,2019060406,A0406,2020,32,0,,,,,,MARC,
AA202019060407,2019060407,A0407,2020,32,0,,D,,,,,
AA202019060408,2019060408,A0408,2020,32,0,,D,,,,,
AA202019060412,2019060412,A0412,2020,37,0,,,,,,,
AA202019060413,2019060413,A0413,2020,31,0,,Y,,,,,
AA202019060416,2019060416,A0416,2020,31,0,,Y,,,,,
AA202019060417,2019060417,A0417,2020,38,0,,,,,,,
AA202019060419,2019060419,A0419,2020,38,0,,Y,,,,Trip,
AA202019060424,2019060424,A0424,2020,31,0,,Y,,,,Nuts,Brenda
AA202019060427,2019060427,A0427,2020,38,7,,Y,,,,,
AA202019060428,2019060428,A0428,2020,32,,,1,,,,,
AA202019060432,2019060432,A0432,2020,38,0,,2,,,,,
AA202019060433,2019060433,A0433,2020,32,0,,1,,,,,
AA202019060434,2019060434,A0434,2020,33,0,,2,,,,,
AA202019060435,2019060435,A0435,2020,33,0,,D,,,,,
AA202019060437,2019060437,A0437,2020,33,7,,1,,,,,
AA202019060443,2019060443,A0443,2020,37,0,,2,,,,,
AA202019060444,2019060444,A0444,2020,37,0,,1,,,,Trip,
AA202019060446,2019060446,A0446,2020,33,0,,D,,,,,
AA202019060448,2019060448,A0448,2020,38,7,,,,,,MARC,
AA202019060455,2019060455,A0455,2020,37,,,Y,,,,,
AA202019060456,2019060456,A0456,2020,38,7,,2,,,,,
AA202019060459,2019060459,A0459,2020,38,,,Y,,,,,
AA202019060460,2019060460,A0460,2020,38,,,2,,,,,
AA202019060463,2019060463,A0463,2020,37,0,,,,,,,
AA202019060470,2019060470,A0470,2020,32,0,,Y,,,,,
AA202019060471,2019060471,A0471,2020,32,0,,1,,,,,
AA202019060473,2019060473,A0473,2020,34,0,,D,,,,,
AA202019060479,2019060479,A0479,2020,36,0,,2,,,,,
AA202019060484,2019060484,A0484,2020,38,0,,1,,,,,
AA202019060495,2019060495,A0495,2020,34,,,Y,,,,Nuts,Brenda
AA202019060498,2019060498,A0498,2020,35,,,1,,,,,
AA202019060499,2019060499,A0499,2020,38,0,,1,,,,,
AA202019060503,2019060503,A0503,2020,34,7,,Y,,,,,
AA202019060506,2019060506,A0506,2020,38,0,,1,,,,,
AA202019060507,2019060507,A0507,2020,38,0,,D,,,,,
AA202019060508,2019060508,A0508,2020,38,0,,Y,,,,Trip,
AA202019060509,2019060509,A0509,2020,31,,,2,,,,,
AA202019060512,2019060512,A0512,2020,31,0,,2,,,,,
AA202019060516,2019060516,A0516,2020,38,0,,1,,,,,
AA202019060518,2019060518,A0518,2020,38,0,,,,,,MARC,
AA202019060522,2019060522,A0522,2020,31,0,,2,,,,,
AA202019060524,2019060524,A0524,2020,38,0,,Y,,,,,
AA202019060525,2019060525,A0525,2020,38,0,,Y,,,,,
AA202019060533,2019060533,A0533,2020,31,0,,1,,,,,
AA202019060535,2019060535,A0535,2020,33,,,1,,,,,
AA202019060545,2019060545,A0545,2020,36,,,1,,,,,
AA202019060555,2019060555,A0555,2020,34,0,,Y,,,,,
AA202019060562,2019060562,A0562,2020,37,0,,Y,,,,,
AA202019060563,2019060563,A0563,2020,37,0,,2,,,,,
AA202019060564,2019060564,A0564,2020,35,7,,D,,,,,
AA202019060569,2019060569,A0569,2020,34,,,2,,,,,
AA202019060583,2019060583,A0583,2020,34,0,,D,,,,,
AA202019060584,2019060584,A0584,2020,38,0,,Y,,,,,
AA202019060587,2019060587,A0587,2020,33,7,,2,,,,,
AA202019060588,2019060588,A0588,2020,38,0,,Y,,,,,
AA202019060590,2019060590,A0590,2020,36,,,2,,,,,
AA202019060591,2019060591,A0591,2020,36,,,1,,,,,
AA202019060592,2019060592,A0592,2020,35,0,,,,,,MARC,
AA202019060593,2019060593,A0593,2020,35,0,,Y,,,,,
AA202019060595,2019060595,A0595,2020,33,7,,2,,,,,
AA202019060596,2019060596,A0596,2020,37,0,,Y,,,,,
AA202019060597,2019060597,A0597,2020,37,0,,Y,,,,,
AA202019060607,2019060607,A0607,2020,31,0,,1,,,,Trip,
AA202019060609,2019060609,A0609,2020,36,7,,1,,,,,
AA202019060610,2019060610,A0610,2020,36,7,,Y,,,,,
AA202019060611,2019060611,A0611,2020,34,7,,2,,,,,
AA202019060612,2019060612,A0612,2020,34,7,,Y,,,,,
AA202019060614,2019060614,A0614,2020,34,7,,,,,,MARC,
AA202019060615,2019060615,A0615,2020,34,7,,2,,,,,
AA202019060618,2019060618,A0618,2020,37,0,,,,,,MARC,
AA202019060622,2019060622,A0622,2020,38,0,,1,,,,,
AA202019060627,2019060627,A0627,2020,31,7,,,,,,MARC,
AA202019060632,2019060632,A0632,2020,35,,,1,,,,,
AA202019060636,2019060636,A0636,2020,32,,,D,,,,,
AA202019060640,2019060640,A0640,2020,35,0,,D,,,,,
AA202019060641,2019060641,A0641,2020,35,0,,2,,,,,
AA202019060645,2019060645,A0645,2020,31,0,,Y,,,,Trip,
AA202019060648,2019060648,A0648,2020,32,7,,1,,,,,
AA202019060650,2019060650,A0650,2020,37,,,2,,,,,
AA202019060653,2019060653,A0653,2020,32,0,,,,,,MARC,
AA202019060654,2019060654,A0654,2020,38,7,,1,,,,,
AA202019060658,2019060658,A0658,2020,37,0,,1,,,,,
AA202019060659,2019060659,A0659,2020,36,,,,,,,MARC,
AA202019060660,2019060660,A0660,2020,36,,,Y,,,,,
AA202019060664,2019060664,A0664,2020,36,0,,Y,,,,,
AA202019060665,2019060665,A0665,2020,36,0,,Y,,,,,
AA202019060668,2019060668,A0668,2020,33,7,,1,,,,,
AA202019060669,2019060669,A0669,2020,33,7,,Y,,,,,
AA202019060673,2019060673,A0673,2020,33,,,2,,,,,
AA202019060676,2019060676,A0676,2020,33,7,,2,,,,,
AA202019060677,2019060677,A0677,2020,33,7,,Y,,,,,
AA202019060678,2019060678,A0678,2020,35,0,,Y,,,,,
AA202019060681,2019060681,A0681,2020,34,0,,Y,,,,,
AA202019060683,2019060683,A0683,2020,33,7,,Y,,,,,
AA202019060684,2019060684,A0684,2020,33,7,,D,,,,,
AA202019060687,2019060687,A0687,2020,36,,,1,,,,,
AA202019060688,2019060688,A0688,2020,36,,,,,,,,
AA202019060689,2019060689,A0689,2020,36,0,,2,,,,,
AA202019060697,2019060697,A0697,2020,36,,,Y,,,,,
AA202019060699,2019060699,A0699,2020,36,,,Y,,,,Trip,
AA202019060700,2019060700,A0700,2020,36,7,,Y,,,,,
AA202019060705,2019060705,A0705,2020,36,0,,2,,,,,
AA202019060706,2019060706,A0706,2020,36,0,,Y,,,,,
AA202019060712,2019060712,A0712,2020,35,,,D,,,,,
AA202019060713,2019060713,A0713,2020,36,,,,,,,,
AA202019645268,2019645268,K5268,2020,16,,OR,Y,,,,,
AA202019645269,2019645269,K5269,2020,16,,OR,Y,,,,,
AA202019645270,2019645270,K5270,2020,15,,OR,2,,,,,
AA202019645271,2019645271,K5271,2020,15,,OR,D,,,,,
AA202019645274,2019645274,K5274,2020,15,,OR,D,,,,,
AA202019645275,2019645275,K5275,2020,15,,OR,2,,,,,
AA202019645278,2019645278,K5278,2020,16,,OR,D,,,,,
AA202019645279,2019645279,K5279,2020,15,,OR,D,,,,,
AA202019645284,2019645284,K5284,2020,16,,OR,D,,,,,
AA202019645288,2019645288,K5288,2020,15,,OR,D,,,,,
AA202019645289,2019645289,K5289,2020,15,,OR,Y,,,,,
AA202019645292,2019645292,K5292,2020,16,,OR,Y,,,,,
AA202019645293,2019645293,K5293,2020,15,,OR,D,,,,,
AA202019645298,2019645298,K5298,2020,16,,OR,1,,,,,
AA202019645299,2019645299,K5299,2020,15,,OR,Y,,,,,
AA202019645301,2019645301,K5301,2020,15,,OR,2,,,,,
AA202019645305,2019645305,K5305,2020,15,,OR,D,,,,,
AA202019645307,2019645307,K5307,2020,16,,OR,2,,,,,
AA202019645309,2019645309,K5309,2020,16,,OR,D,,,,,
AA202019645311,2019645311,K5311,2020,15,,OR,Y,,,,,
AA202019645312,2019645312,K5312,2020,15,,OR,Y,,,,,
AA202019645314,2019645314,K5314,2020,15,,OR,Y,,,,,
AA202019645319,2019645319,K5319,2020,15,,OR,Y,,,,,
AA202019645320,2019645320,K5320,2020,15,,OR,Y,,,,,
AA202019645321,2019645321,K5321,2020,15,,OR,Y,,,,,
AA202019645322,2019645322,K5322,2020,15,,OR,D,,,,,
AA202019645323,2019645323,K5323,2020,15,,OR,Y,,,,,
AA202019645326,2019645326,K5326,2020,15,,OR,D,,,,,
AA202019645331,2019645331,K5331,2020,15,,OR,D,,,,,
AA202019702202,2019702202,L2202,2020,e2,0,OR,H,,,,,
AA202019702203,2019702203,L2203,2020,07,0,OR,H,,,,,
AA202019702207,2019702207,L2207,2020,04,0,OR,Y,,,,,
AA202019702208,2019702208,L2208,2020,04,0,OR,Y,,,,,
AA202019702209,2019702209,L2209,2020,07,0,OR,Y,,,,,
AA202019702210,2019702210,L2210,2020,07,0,OR,H,,,,,
AA202019702211,2019702211,L2211,2020,04,0,OR,Y,,,,,
AA202019702212,2019702212,L2212,2020,04,0,OR,H,,,,,
AA202019702213,2019702213,L2213,2020,10,,OR,H,,,,,
AA202019702216,2019702216,L2216,2020,14,0,OR,H,,,,,
AA202019702220,2019702220,L2220,2020,04,,OR,H,,,,,
AA202019702221,2019702221,L2221,2020,08,0,OR,Y,,,,,
AA202019702222,2019702222,L2222,2020,08,0,OR,H,,,,,
AA202019702225,2019702225,L2225,2020,07,0,OR,H,,,,,
AA202019702226,2019702226,L2226,2020,07,0,OR,H,,,,,
AA202019702227,2019702227,L2227,2020,10,0,OR,Y,,,,,
AA202019702228,2019702228,L2228,2020,10,0,OR,H,,,,,
AA202019702230,2019702230,L2230,2020,04,0,OR,Y,,,,,
AA202019702231,2019702231,L2231,2020,11,0,OR,H,,,,,
AA202019702232,2019702232,L2232,2020,13,0,OR,Y,,,,,
AA202019702233,2019702233,L2233,2020,13,0,OR,D,,,,,
AA202019702234,2019702234,L2234,2020,04,0,OR,Y,,,,,
AA202019702236,2019702236,L2236,2020,03,0,OR,H,,,,,
AA202019702240,2019702240,L2240,2020,11,0,OR,H,,,,,
AA202019702241,2019702241,L2241,2020,11,0,OR,H,,,,,
AA202019702242,2019702242,L2242,2020,04,0,OR,Y,,,,,
AA202019702244,2019702244,L2244,2020,12,0,OR,D,,,,,
AA202019702245,2019702245,L2245,2020,08,0,OR,Y,,,,,
AA202019702247,2019702247,L2247,2020,08,0,OR,H,,,,,
AA202019702248,2019702248,L2248,2020,10,0,OR,Y,,,,,
AA202019702249,2019702249,L2249,2020,10,0,OR,Y,,,,,
AA202019702250,2019702250,L2250,2020,12,0,OR,Y,,,,,
AA202019702251,2019702251,L2251,2020,09,,OR,Y,,,,,
AA202019702252,2019702252,L2252,2020,14,0,OR,Y,,,,,
AA202019702253,2019702253,L2253,2020,10,0,OR,D,,,,,
AA202019702255,2019702255,L2255,2020,11,0,OR,Y,,,,,
AA202019702256,2019702256,L2256,2020,10,0,OR,Y,,,,,
AA202019702258,2019702258,L2258,2020,12,0,OR,Y,,,,,
AA202019702259,2019702259,L2259,2020,05,0,OR,D,,,,,
AA202019702262,2019702262,L2262,2020,04,0,OR,D,,,,,
AA202019702264,2019702264,L2264,2020,08,0,OR,Y,,,,,
AA202019702268,2019702268,L2268,2020,04,0,OR,Y,,,,,
AA202019702269,2019702269,L2269,2020,04,0,OR,M,,,,,
AA202019702270,2019702270,L2270,2020,06,0,OR,H,,,,,
AA202019702271,2019702271,L2271,2020,05,0,OR,Y,,,,,
AA202019702272,2019702272,L2272,2020,05,0,OR,H,,,,,
AA202019702273,2019702273,L2273,2020,08,,OR,H,,,,,
AA202019702274,2019702274,L2274,2020,08,,OR,D,,,,,
AA202019702275,2019702275,L2275,2020,06,0,OR,H,,,,,
AA202019702276,2019702276,L2276,2020,10,0,OR,Y,,,,,
AA202019702278,2019702278,L2278,2020,10,0,OR,D,,,,,
AA202019702280,2019702280,L2280,2020,06,0,OR,Y,,,,,
AA202019702281,2019702281,L2281,2020,05,0,OR,,,,,,
AA202019702282,2019702282,L2282,2020,04,0,OR,H,,,,,
AA202019702283,2019702283,L2283,2020,04,0,OR,H,,,,,
AA202019702284,2019702284,L2284,2020,04,0,OR,H,,,,,
AA202019702286,2019702286,L2286,2020,12,0,OR,Y,,,,,
AA202019702287,2019702287,L2287,2020,12,0,OR,Y,,,,,
AA202019702291,2019702291,L2291,2020,14,,OR,H,,,,,
AA202019702293,2019702293,L2293,2020,13,,OR,H,,,,,
AA202019702297,2019702297,L2297,2020,11,0,OR,H,,,,,
AA202019702298,2019702298,L2298,2020,11,0,OR,H,,,,,
AA202019702299,2019702299,L2299,2020,11,0,OR,Y,,,,,
AA202019702300,2019702300,L2300,2020,11,0,OR,H,,,,,
AA202019702301,2019702301,L2301,2020,13,0,OR,H,,,,,
AA202019702302,2019702302,L2302,2020,14,,OR,H,,,,,
AA202019702304,2019702304,L2304,2020,08,,OR,Y,,,,,
AA202019702305,2019702305,L2305,2020,14,0,OR,H,,,,,
AA202019702306,2019702306,L2306,2020,14,0,OR,D,,,,,
AA202019702307,2019702307,L2307,2020,05,0,OR,H,,,,,
AA202019702310,2019702310,L2310,2020,13,0,OR,D,,,,,
AA202019702311,2019702311,L2311,2020,13,,OR,H,,,,,
AA202019702312,2019702312,L2312,2020,13,,OR,D,,,,,
AA202019702313,2019702313,L2313,2020,08,,OR,H,,,,Trip,
AA202019702315,2019702315,L2315,2020,08,,OR,D,,,,,
AA202019702316,2019702316,L2316,2020,14,,OR,Y,,,,,
AA202019702318,2019702318,L2318,2020,14,0,OR,H,,,,,
AA202019702320,2019702320,L2320,2020,11,,OR,Y,,,,,
AA202019702321,2019702321,L2321,2020,11,,OR,D,,,,,
AA202019702322,2019702322,L2322,2020,08,0,OR,Y,,,,,
AA202019702323,2019702323,L2323,2020,11,0,OR,H,,,,,
AA202019702324,2019702324,L2324,2020,11,0,OR,H,,,,,
AA202019702327,2019702327,L2327,2020,11,0,OR,H,,,,,
AA202019702328,2019702328,L2328,2020,05,0,OR,H,,,,,
AA202019702330,2019702330,L2330,2020,12,,OR,H,,,,,
AA202019702334,2019702334,L2334,2020,10,0,OR,H,,,,,
AA202019702335,2019702335,L2335,2020,08,,OR,Y,,,,,
AA202019702337,2019702337,L2337,2020,14,0,OR,Y,,,,,
AA202019702338,2019702338,L2338,2020,14,0,OR,D,,,,,
AA202019702340,2019702340,L2340,2020,03,0,OR,D,,,,,
AA202019702341,2019702341,L2341,2020,07,0,OR,Y,,,,,
AA202019702343,2019702343,L2343,2020,10,0,OR,H,,,,,
AA202019702344,2019702344,L2344,2020,10,0,OR,Y,,,,,
AA202019702345,2019702345,L2345,2020,09,0,OR,D,,,,,
AA202019702346,2019702346,L2346,2020,09,0,OR,Y,,,,,
AA202019702348,2019702348,L2348,2020,08,0,OR,Y,,,,,
AA202019702349,2019702349,L2349,2020,08,0,OR,D,,,,,
AA202019702354,2019702354,L2354,2020,05,,OR,D,,,,,
AA202019702356,2019702356,L2356,2020,11,0,OR,Y,,,,,
AA202019702358,2019702358,L2358,2020,07,,OR,H,,,,,
AA202019702364,2019702364,L2364,2020,09,0,OR,H,,,,,
AA202019702365,2019702365,L2365,2020,09,0,OR,,,,,,
AA202019702367,2019702367,L2367,2020,10,0,OR,D,,,,,
AA202019702368,2019702368,L2368,2020,11,0,OR,H,,,,,
AA202019702369,2019702369,L2369,2020,11,0,OR,H,,,,,
AA202019702370,2019702370,L2370,2020,04,0,OR,D,,,,,
AA202019702371,2019702371,L2371,2020,04,0,OR,H,,,,,
AA202019702372,2019702372,L2372,2020,e2,0,OR,D,,,,,
AA202019702373,2019702373,L2373,2020,09,0,OR,Y,,,,,
AA202019702374,2019702374,L2374,2020,13,0,OR,H,,,,,
AA202019702376,2019702376,L2376,2020,03,0,OR,Y,,,,,
AA202019702379,2019702379,L2379,2020,06,0,OR,D,,,,,
AA202019702383,2019702383,L2383,2020,11,,OR,Y,,,,,
AA202019702384,2019702384,L2384,2020,11,,OR,H,,,,,
AA202019702389,2019702389,L2389,2020,13,0,OR,H,,,,,
AA202019702390,2019702390,L2390,2020,04,0,OR,Y,,,,,
AA202019702391,2019702391,L2391,2020,13,0,OR,H,,,,,
AA202019702398,2019702398,L2398,2020,09,0,OR,D,,,,,
AA202019702401,2019702401,L2401,2020,13,0,OR,H,,,,,
AA202019702402,2019702402,L2402,2020,13,0,OR,H,,,,,
AA202019702408,2019702408,L2408,2020,06,0,OR,H,,,,,
AA202019702409,2019702409,L2409,2020,e2,0,OR,H,,,,,
AA202019702412,2019702412,L2412,2020,03,0,OR,H,,,,,
AA202019702413,2019702413,L2413,2020,03,0,OR,D,,,,,
AA202019702417,2019702417,L2417,2020,03,0,OR,Y,,,,,
AA202019702418,2019702418,L2418,2020,e2,0,OR,D,,,,,
AA202019702419,2019702419,L2419,2020,e2,0,OR,H,,,,,
AA202019702420,2019702420,L2420,2020,e2,0,OR,Y,,,,,
AA202019510144,2019510144,M0144,2020,10,0,,2,,,,,
AA202019510149,2019510149,M0149,2020,11,0,,D,,,,,
AA202019510154,2019510154,M0154,2020,06,0,,2,,,,,
AA202019510158,2019510158,M0158,2020,11,0,,1,,,,,
AA202019510159,2019510159,M0159,2020,11,0,,2,,,,,
AA202019510162,2019510162,M0162,2020,e2,0,,D,,,,,
AA202019510163,2019510163,M0163,2020,07,,,D,,,,,
AA202019510165,2019510165,M0165,2020,12,0,,,,,,,
AA202019510166,2019510166,M0166,2020,12,0,,2,,,,,
AA202019510168,2019510168,M0168,2020,11,,,2,,,,,
AA202019510172,2019510172,M0172,2020,06,0,,D,,,,,
AA202019510174,2019510174,M0174,2020,06,0,,1,,,,,
AA202019510180,2019510180,M0180,2020,08,0,,1,,,,,
AA202019510182,2019510182,M0182,2020,12,0,,2,,,,,
AA202019510183,2019510183,M0183,2020,12,0,,D,,,,,
AA202019510184,2019510184,M0184,2020,14,0,,1,,,,,
AA202019510185,2019510185,M0185,2020,14,0,,D,,,,,
AA202019510187,2019510187,M0187,2020,10,0,,D,,,,,
AA202019510191,2019510191,M0191,2020,12,,,1,,,,,
AA202019510194,2019510194,M0194,2020,07,,,1,,,,,
AA202019510197,2019510197,M0197,2020,08,,,1,,,,,
AA202019510201,2019510201,M0201,2020,09,0,,1,,,,,
AA202019510211,2019510211,M0211,2020,07,,,2,,,,,
AA202019510217,2019510217,M0217,2020,05,7,,2,,,,,
AA202019510218,2019510218,M0218,2020,05,7,,2,,,,,
AA202019510223,2019510223,M0223,2020,10,7,,1,,,,,
AA202019510224,2019510224,M0224,2020,14,0,,2,,,,,
AA202019510232,2019510232,M0232,2020,12,0,,1,,,,,
AA202019510233,2019510233,M0233,2020,12,0,,2,,,,,
AA202019510234,2019510234,M0234,2020,05,,,1,,,,,
AA202019510236,2019510236,M0236,2020,14,7,,2,,,,,
AA202019510237,2019510237,M0237,2020,14,7,,2,,,,,
AA202019510238,2019510238,M0238,2020,12,,,2,,,,,
AA202019510239,2019510239,M0239,2020,12,,,2,,,,,
AA202019510245,2019510245,M0245,2020,14,7,,2,,,,,
AA202019510247,2019510247,M0247,2020,05,0,,2,,,,,
AA202019510249,2019510249,M0249,2020,06,,,D,,,,,
AA202019510259,2019510259,M0259,2020,12,0,,2,,,,,
AA202019510263,2019510263,M0263,2020,08,7,,1,,,,,
AA202019510268,2019510268,M0268,2020,09,7,,D,,,,,
AA202019510271,2019510271,M0271,2020,06,0,,1,,,,,
AA202019510274,2019510274,M0274,2020,11,0,,1,,,,,
AA202019510282,2019510282,M0282,2020,06,0,,1,,,,,
AA202019510296,2019510296,M0296,2020,08,0,,D,,,,,
AA202019510301,2019510301,M0301,2020,12,0,,2,,,,,
AA202019510314,2019510314,M0314,2020,13,0,,2,,,,,
AA202019510319,2019510319,M0319,2020,05,0,,1,,,,,
AA202019510320,2019510320,M0320,2020,e2,0,,1,,,,,
AA202019510322,2019510322,M0322,2020,13,7,,2,,,,,
AA202019510325,2019510325,M0325,2020,14,0,,1,,,,,
AA202019510331,2019510331,M0331,2020,05,0,,1,,,,,
AA202019510349,2019510349,M0349,2020,e2,0,,1,,,,,
AA202019510350,2019510350,M0350,2020,e2,0,,D,,,,,
AA202019510353,2019510353,M0353,2020,e2,0,,2,,,,,
AA202019121952,2019121952,S1952,2020,54,0,,Y,,,,,
AA202019121961,2019121961,S1961,2020,50,0,GRN,2,,,,,
