PREDICTEDID10,PREFERREDDAM,PREFDAMBRD,PREFERREDSIRE,PREFSIREBRD
2012501055,2009055215,05,US82105215,82
2012057881,2008054549,05,2008054386,05
2012057882,2008054549,05,2008054386,05
2012501056,2009117683,11,US64107683,64
2012501057,2009117683,11,US64107683,64
2012057883,2006052790,05,2008054164,05
2012057884,2006052790,05,2008054164,05
2012057885,2006052790,05,2008054164,05
2012119465,2011119066,11,2010118107,11
2012501058,2011830586,83,US82120586,82
2012831317,2011829862,82,2010828836,82
2012057886,2006052890,05,2008000101,00
2012057887,2006052890,05,2008000101,00
2012057888,2006052890,05,2008000101,00
2012119466,2009117480,11,2008117405,11
2012119467,2009117480,11,2008117405,11
2012501059,2010118575,11,US64128575,64
2012501060,2010118575,11,US64128575,64
2012057889,2010056289,05,2009055285,05
2012057890,2010056289,05,2009055285,05
2012119468,2007116835,11,US82106835,82
2012119469,2007116835,11,US82106835,82
2012057891,2009055430,05,2008053921,05
2012057892,2009055430,05,2008053921,05
2012501061,2010829501,82,US82129501,82
2012501062,2010829501,82,US82129501,82
2012501063,2010118273,11,US82128273,82
2012501064,2009117964,11,US82117964,82
2012119470,2006116572,11,2007000750,00
2012119471,2006116572,11,2007000750,00
2012501065,2009055214,05,US82105214,82
2012501066,2009055214,05,US82105214,82
2012700945,2011830095,83,2009827416,82
2012700946,2011830095,83,2009827416,82
2012501067,2009828110,82,US82108110,82
2012501068,2009828110,82,US82108110,82
2012501069,2009828110,82,US82108110,82
2012119472,2007117052,11,2008117255,11
2012119473,2007117052,11,2008117255,11
2012119474,2007117052,11,2008117255,11
2012501070,2009827881,82,US82107881,82
2012501071,2009827881,82,US82107881,82
2012700947,2011700324,70,2010700139,70
2012700948,2011700324,70,2010700139,70
2012501072,2009055411,05,US82115411,82
2012501073,2009055411,05,US82115411,82
2012501074,2010829020,82,US82119020,82
2012501075,2010829020,82,US82119020,82
2012700949,2011700535,70,2010700239,70
2012119475,2008117142,11,2008117243,11
2012119476,2008117142,11,2008117243,11
2012119477,2010118317,11,2009117507,11
2012119478,2010118317,11,2009117507,11
2012057893,2010055592,05,2009055434,05
2012057894,2010055592,05,2009055434,05
2012119479,2006116161,11,2008000345,00
2012119480,2006116161,11,2008000345,00
2012119481,2009117451,11,2009008640,00
D201206391,2011830639,83,US64120639,64
2012501076,2011830639,83,US64120639,64
2012501077,2011830574,83,US64120574,64
2012501078,2010055835,05,US64115835,64
2012501079,2010055835,05,US64115835,64
2012119482,2010118093,11,2008117353,11
2012119483,2010118093,11,2008117353,11
2012501080,2010118182,11,US82128182,82
2012501081,2010118182,11,US82128182,82
2012700950,2011830279,83,2009827416,82
2012700951,2011830279,83,2009827416,82
2012119484,2007117029,11,2007116768,11
2012119485,2007117029,11,2007116768,11
2012119486,2010118572,11,2010118294,11
2012501082,2010055984,05,US82115984,82
2012119487,2009117740,11,2009008642,00
2012119488,2009117740,11,2009008642,00
2012119489,2009118025,11,2008000551,00
2012119490,2009118025,11,2008000551,00
2012119491,2010118476,11,2010118166,11
2012501083,2010118299,11,US82128299,82
2012501084,2011056729,05,US82126729,82
2012831318,2007643907,64,2008644306,64
2012831319,2007643907,64,2008644306,64
2012831320,2007643907,64,2008644306,64
2012700952,2011830202,83,2010828836,82
2012831321,2011830087,83,2009827440,82
2012831322,2011830087,83,2009827440,82
2012119492,2008117238,11,2007007234,00
2012119493,2008117238,11,2007007234,00
2012501085,2010118268,11,US82118268,82
2012700953,2011700507,70,2010700107,70
2012454667,2011453931,45,2010453307,45
2012119494,2006116159,11,2007116942,11
2012119495,2006116159,11,2007116942,11
2012119496,2010118073,11,2010118451,11
2012119497,2010118073,11,2010118451,11
2012501086,2009828195,82,US82108195,82
2012501087,2009828195,82,US82108195,82
2012700954,2011830539,83,2009827416,82
2012644917,2008644377,64,2008000091,00
2012119498,2010118485,11,2010118166,11
2012119499,2010118485,11,2010118166,11
2012119500,2010118491,11,2009117651,11
2012119501,2010118491,11,2009117651,11
2012119502,2006116521,11,2007000750,00
2012119503,2006116521,11,2007000750,00
2012119504,2010118543,11,2010118405,11
2012119505,2010118543,11,2010118405,11
2012501088,2009827777,82,US82107777,82
2012501089,2009827777,82,US82107777,82
2012119506,2007116841,11,2007000390,00
2012119507,2005115496,11,2008117255,11
2012119508,2005115496,11,2008117255,11
2012831323,2006052460,05,US82102460,82
2012831324,2006052460,05,US82102460,82
2012501090,2011056650,05,US82126650,82
2012501091,2011056650,05,US82126650,82
2012057895,2011056746,05,2010055860,05
2012501092,2010118341,11,US82128341,82
2012501093,2009055262,05,US64105262,64
2012119509,2007117110,11,2007000335,00
2012119510,2007117110,11,2007000335,00
2012501094,2010829102,82,US82119102,82
2012501095,2010829102,82,US82119102,82
2012119511,2006116425,11,2006002143,00
2012119512,2006116425,11,2006002143,00
2012700955,2011700333,70,2010700107,70
2012057896,2006052324,05,2007000712,00
2012057897,2006052324,05,2007000712,00
2012831325,2006052805,05,US82102805,82
2012831326,2006052805,05,US82102805,82
2012057898,2007053512,05,2007000706,00
2012057899,2007053512,05,2007000706,00
2012119513,2006116367,11,2008000071,00
2012119514,2006116367,11,2008000071,00
2012501096,2010829278,82,US64119278,64
2012501097,2010829278,82,US64119278,64
2012831327,2011829978,82,2010828686,82
2012831328,2011829978,82,2010828686,82
2012501098,2011830511,83,US64120511,64
2012119515,2005115793,11,2007116768,11
2012119516,2005115793,11,2007116768,11
2012057900,2009055173,05,2008053967,05
2012700956,2011700441,70,2010700107,70
2012501099,2011830426,83,US82120426,82
2012454668,2011453621,45,2010452922,45
2012501100,2011830687,83,US82120687,82
2012501101,2011830687,83,US82120687,82
2012501102,2011057179,05,US64127179,64
2012057901,2011057073,05,2010056258,05
2012057902,2011057073,05,2010056258,05
2012501103,2010118284,11,US82128284,82
2012501104,2011830287,83,US82120287,82
2012501105,2011830287,83,US82120287,82
2012501106,2009827804,82,US82107804,82
2012501107,2009827804,82,US82107804,82
2012119517,2006116347,11,2007000454,00
2012119518,2006116347,11,2007000454,00
2012057903,2011056965,05,2010056005,05
2012057904,2011056965,05,2010056005,05
2012700957,2011830090,83,2010828836,82
2012501108,2011830583,83,US82120583,82
2012501109,2009117482,11,US64107482,64
2012831329,2011830351,83,2009827440,82
2012831330,2006822995,82,2008000091,00
D201229952,2006822995,82,2008000091,00
2012119519,2010118346,11,2009008646,00
2012831331,2011830573,83,US82120573,82
2012700958,2011829953,82,2010828836,82
2012700959,2011829953,82,2010828836,82
NONE,2011830609,83,US83120609,83
2012501110,2011119093,11,US82129093,82
2012501111,2011118670,11,US64128670,64
2012501112,2011830268,83,US64120268,64
2012501113,2010118397,11,US82128397,82
2012501114,2010118397,11,US82128397,82
2012501115,2009828190,82,US82118190,82
2012119520,2010118222,11,2009117507,11
2012501116,2010118189,11,US64128189,64
2012501117,2010118189,11,US64128189,64
2012700960,2011830319,83,2009827416,82
2012501118,2009117976,11,US82117976,82
2012501119,2011830369,83,US82120369,82
2012501120,2011830369,83,US82120369,82
2012119521,2006116172,11,2007000645,00
2012119522,2006116172,11,2007000645,00
2012119523,2006116172,11,2007000645,00
2012501121,2009117905,11,US64117905,64
2012119524,2006116447,11,2007000645,00
2012501122,2009117635,11,US82117635,82
2012501123,2009117635,11,US82117635,82
2012119525,2010118219,11,2009117651,11
2012119526,2010118219,11,2009117651,11
2012501124,2011830513,83,US82120513,82
2012501125,2011830513,83,US82120513,82
2012501126,2010829046,82,US64119046,64
2012501127,2011830676,83,US82120676,82
2012501128,2011830676,83,US82120676,82
2012501129,2010118193,11,US82118193,82
2012057905,2009054639,05,2008053921,05
2012454669,2011454032,45,2010452922,45
2012119527,2005116020,11,2007000454,00
2012119528,2005116020,11,2007000454,00
2012119529,2008117158,11,2007116768,11
2012831332,2006052625,05,US82102625,82
2012831333,2006052625,05,US82102625,82
2012501130,2011056739,05,US82126739,82
2012501131,2011056739,05,US82126739,82
2012119530,2009117996,11,US82107996,82
2012119531,2010118617,11,2010118451,11
2012119532,2010118617,11,2010118451,11
2012057906,2011057200,05,2010056005,05
2012057907,2011057200,05,2010056005,05
2012700961,2011830131,83,2010828670,82
2012501132,2009828177,82,US82108177,82
2012501133,2009828177,82,US82108177,82
2012119533,2008117381,11,2007116942,11
2012700962,2011700534,70,2010700107,70
2012057908,2011057123,05,2010056005,05
2012501134,2009118007,11,US82108007,82
2012831334,2011830704,83,US82120704,82
2012831335,2006052787,05,2008000172,00
2012831336,2006052787,05,2008000172,00
2012501135,2010118576,11,US82128576,82
2012501136,2010118263,11,US82128263,82
2012831337,2011830449,83,US82120449,82
2012831338,2007825491,82,2008825863,82
2012119534,2009117487,11,2008117353,11
2012119535,2009117487,11,2008117353,11
2012700963,2011700380,70,2010700239,70
2012057909,2011057405,05,2010055860,05
2012831339,2011830480,83,US82120480,82
2012119536,2009118006,11,2008117353,11
2012119537,2009118006,11,2008117353,11
2012831340,2010828587,82,2009827303,82
2012831341,2010828587,82,2009827303,82
2012700964,2011830197,83,2010828836,82
D201201441,2011830144,83,2011056587,05
2012119538,2005115790,11,US82105790,82
2012501137,2011057299,05,US82127299,82
2012831342,2011830637,83,US82120637,82
2012831343,2011830637,83,US82120637,82
2012119539,2009117788,11,2009008645,00
2012119540,2009117788,11,2009008645,00
2012501138,2009117759,11,US64107759,64
2012501139,2009117759,11,US64107759,64
D201213931,2005051393,05,2008053779,05
2012831344,2005051393,05,2008053779,05
2012057910,2011056859,05,2010056258,05
2012700965,2011700297,70,2010700107,70
2012700966,2011700297,70,2010700107,70
2012644918,2007644060,64,2008644267,64
2012644919,2007644060,64,2008644267,64
2012700967,2011829927,82,2010828670,82
2012831345,2008826028,82,2008826950,82
2012831346,2008826028,82,2008826950,82
2012119541,2010118437,11,2009117521,11
2012057911,2011057182,05,2010055860,05
2012057912,2011057182,05,2010055860,05
2012831347,2008054400,05,2008053779,05
2012831348,2008054400,05,2008053779,05
2012831349,2006052439,05,2008009057,00
2012831350,2006052439,05,2008009057,00
2012700968,2011830367,83,2009827416,82
2012700969,2011830367,83,2009827416,82
2012119542,2009118026,11,2009117690,11
2012831351,2007053467,05,2008000965,00
2012831352,2007053467,05,2008000965,00
2012057913,2011057205,05,2010056258,05
2012057914,2011057205,05,2010056258,05
2012700970,2011830037,83,2010828836,82
2012119543,2008117302,11,2007116942,11
2012119544,2008117302,11,2007116942,11
2012501140,2009117823,11,US82117823,82
2012119545,2010118076,11,2010118532,11
2012119546,2009117726,11,2008117395,11
2012119547,2009117726,11,2008117395,11
2012119548,2009117685,11,2009008641,00
2012119549,2009117685,11,2009008641,00
2012700971,2011830072,83,2010828836,82
2012700972,2011830195,83,2010828670,82
2012501141,2011830531,83,US64120531,64
2012501142,2011830531,83,US64120531,64
2012831353,2008826276,82,2008000017,00
2012831354,2008826276,82,2008000017,00
2012119550,2009117786,11,US82117786,82
2012119551,2009117786,11,US82117786,82
2012119552,2009117786,11,US82117786,82
2012119553,2007116939,11,2008000292,00
2012119554,2007116939,11,2008000292,00
2012700973,2011700517,70,2010700239,70
2012501143,2010118331,11,US64128331,64
2012501144,2010118274,11,US82118274,82
2012501145,2011118688,11,US82128688,82
2012831355,2009827425,82,2008826670,82
2012831356,2009827425,82,2008826670,82
2012501146,2011056796,05,US64126796,64
2012501147,2011056921,05,US82126921,82
2012501148,2011056921,05,US82126921,82
2012501149,2011830633,83,US64120633,64
2012057915,2011056819,05,2010055860,05
2012119555,2010118473,11,2009117507,11
2012501150,2011056751,05,US82126751,82
2012501151,2011056751,05,US82126751,82
D201265521,2011056552,05,2011056952,05
2012501152,2011830605,83,US82120605,82
2012501153,2011830605,83,US82120605,82
2012119556,2009118035,11,2009117912,11
D201280352,2009118035,11,2009117912,11
D201280353,2009118035,11,2009117912,11
2012454670,2011453957,45,2010453264,45
2012831357,2005052132,05,2008053779,05
2012831358,2005052132,05,2008053779,05
2012831359,2005052132,05,2008053779,05
2012700974,2011700461,70,2010700139,70
2012057916,2011057237,05,2010055860,05
2012057917,2011057237,05,2010055860,05
2012700975,2011829963,82,2009827416,82
2012057918,2011056653,05,2010056005,05
2012831360,2005051761,05,2007000706,00
D201217612,2005051761,05,2007000706,00
2012831361,2005051761,05,2007000706,00
2012700976,2011829817,82,2009827416,82
2012057919,2010056526,05,2009055183,05
2012831362,2011830503,83,US82120503,82
2012831363,2009452593,45,2008644306,64
2012831364,2009452593,45,2008644306,64
2012057920,2011057207,05,2010055860,05
2012057921,2011057207,05,2010055860,05
2012501154,2009117575,11,US82107575,82
2012501155,2011057097,05,US82127097,82
2012501156,2011057097,05,US82127097,82
2012057922,2011057103,05,2010056005,05
NONE,2011453814,45,2010453469,45
2012057923,2011056590,05,2010056005,05
2012057924,2011056590,05,2010056005,05
2012831365,2011830563,83,US82120563,82
2012119557,2010118281,11,2010118451,11
2012119558,2010118281,11,2010118451,11
2012831366,2011830317,83,US82120317,82
2012831367,2008826466,82,2008825716,82
2012831368,2005052097,05,2008000101,00
2012501157,2010829525,82,US64119525,64
2012501158,2010829525,82,US64119525,64
2012501159,2010829525,82,US64119525,64
2012700977,2011829979,82,2009827416,82
2012501160,2011056772,05,US82126772,82
2012831369,2008644148,64,2008644321,64
2012831370,2008452164,45,2008451960,45
2012831371,2008452164,45,2008451960,45
2012831372,2011830112,83,2009827440,82
2012501161,2011057133,05,US64127133,64
2012501162,2011057133,05,US64127133,64
2012057925,2011057233,05,2010056258,05
2012501163,2011830471,83,US82120471,82
2012454671,2011453898,45,2010453307,45
2012831373,2005052150,05,2008009057,00
2012831374,2005052150,05,2008009057,00
2012831375,2005052150,05,2008009057,00
2012501164,2011057270,05,US64127270,64
2012831376,2011830059,83,2009827440,82
2012831377,2011830059,83,2009827440,82
2012831378,2007824404,82,2008826539,82
2012831379,2007824404,82,2008826539,82
2012501165,2011056669,05,US82126669,82
2012501166,2011057082,05,US82127082,82
2012119559,2010118624,11,2009117690,11
2012831380,2010118410,11,US82128410,82
2012057926,2011056755,05,2010056005,05
2012057927,2011056755,05,2010056005,05
2012501167,2011830662,83,US64120662,64
2012831381,2011830106,83,2010828686,82
2012501168,2011830626,83,US82120626,82
2012700978,2011700369,70,2010700107,70
2012831382,2011830182,83,2009827440,82
2012831383,2009117573,11,2008117353,11
2012831384,2009117573,11,2008117353,11
2012501169,2011057006,05,US82127006,82
2012831385,2007116839,11,2007116633,11
2012831386,2007116839,11,2007116633,11
2012831387,2007116839,11,2007116633,11
2012057928,2011056539,05,2010056258,05
2012057929,2011056539,05,2010056258,05
2012831388,2011830282,83,2010828596,82
2012831389,2011829998,82,2009827440,82
2012501170,2011057339,05,US64127339,64
2012454672,2011453656,45,2010453214,45
2012831390,2007053022,05,2008644327,64
2012831391,2007053022,05,2008644327,64
2012831392,2007053225,05,2007000712,00
2012831393,2007053225,05,2007000712,00
2012700979,2011700504,70,2010700139,70
2012831394,2009452418,45,2008644306,64
2012831395,2009452418,45,2008644306,64
2012700980,2011830067,83,2010828836,82
2012119560,2006116468,11,2007000645,00
2012119561,2006116468,11,2007000645,00
2012501171,2010118158,11,US82118158,82
2012501172,2010118158,11,US82118158,82
2012501173,2011830621,83,US82120621,82
2012831396,2008054429,05,2008053872,05
2012501174,2010118548,11,US82128548,82
2012501175,2010118548,11,US82128548,82
2012501176,2011830546,83,US82120546,82
2012454673,2011453845,45,2010453264,45
2012454674,2011453845,45,2010453264,45
2012057930,2011056608,05,2010056258,05
2012057931,2011056608,05,2010056258,05
2012831397,2007116879,11,2007000353,00
2012831398,2007116879,11,2007000353,00
2012501177,2011830686,83,US82120686,82
2012501178,2009117491,11,US64117491,64
2012057932,2011057256,05,2010056005,05
2012057933,2011057256,05,2010056005,05
D201289621,2011118962,11,US11128962,11
2012700981,2011700388,70,2010700107,70
2012501179,2011830754,83,US82120754,82
2012501180,2011830754,83,US82120754,82
D201201401,2011830140,83,2012001454,00
2012831399,2011830029,83,2010828686,82
2012501181,2011118803,11,US64128803,64
2012057934,2011056601,05,2010055860,05
